ort,zusatz,bundesland,plz,lat,lon
Gau-Algesheim,,Rheinland-Pfalz,55435,49.95316,8.0098
Gau-Bickelheim,,Rheinland-Pfalz,55599,49.78207,7.96296
Gau-Bischofsheim,,Rheinland-Pfalz,55296,49.90208,8.29508
Gau-Heppenheim,,Rheinland-Pfalz,55234,49.7021,8.1389
Gau-Odernheim,,Rheinland-Pfalz,55239,49.77912,8.21325
Gau-Weinheim,,Rheinland-Pfalz,55578,49.84573,8.04891
Gauchshausen,,Baden-Württemberg,73494,49.02017,10.03239
Gauern,,Thüringen,07580,50.86449,12.18073
Gauernitz,,Sachsen,01665,51.09541,13.46418
Gauersheim,,Rheinland-Pfalz,67294,49.6827,8.04919
Gaugrehweiler,,Rheinland-Pfalz,67822,49.74161,7.86568
Gaukönigshofen,,Bayern,97253,49.63325,10.00223
Gaushorn,,Schleswig-Holstein,25782,54.21905,9.28347
Gauting,,Bayern,82131,48.06448,11.37441
Gaußig,,Sachsen,02633,51.17798,14.32045
"Gaymühle, Gem Bauler",b Neuerburg,Rheinland-Pfalz,54673,49.99551,6.23244
"Gaymühle, Gem Berscheid",,Rheinland-Pfalz,54673,49.99551,6.23244
"Gaymühle, Gem Biesdorf",Eifel,Rheinland-Pfalz,54675,49.90874,6.31392
"Gaymühle, Gem Wallendorf",Eifel,Rheinland-Pfalz,54675,49.90874,6.31392
Gebenbach,,Bayern,92274,49.54662,11.87528
Gebersdorf,Mark,Brandenburg,15936,51.87042,13.42378
Gebersdorf,b Neuhaus a Rennweg,Thüringen,98743,50.5168,11.28297
Gebesee,,Thüringen,99189,51.04516,10.95031
Gebhardshain,,Rheinland-Pfalz,57580,50.74555,7.81277
Gebhardshütte,Odenw,Hessen,64711,49.63758,9.00644
Gebroth,,Rheinland-Pfalz,55595,49.86385,7.73176
Gebsattel,,Bayern,91607,49.35436,10.20278
Gebstedt,,Thüringen,99510,51.01108,11.50044
Gechingen,Kr Calw,Baden-Württemberg,75391,48.68785,8.82808
Gedern,,Hessen,63688,50.41775,9.22067
Geelbek,,Schleswig-Holstein,24882,54.54377,9.64342
Geesow,,Brandenburg,16307,53.2369,14.37414
Geeste,,Niedersachsen,49744,52.59904,7.24714
Geestgottberg,,Sachsen-Anhalt,39615,52.88777,11.75233
Geesthacht,,Schleswig-Holstein,21502,53.44691,10.39905
Gefell,Kr Daun,Rheinland-Pfalz,54552,50.17706,6.88055
Gefell,b Schleiz,Thüringen,07926,50.43941,11.8618
Gefell,"b Sonneberg, Thür",Thüringen,96524,50.31548,11.20149
Gefrees,,Bayern,95482,50.09625,11.72597
Gehaus,,Thüringen,36404,50.79847,10.05056
Geheege,"b Neustadt, Orla",Thüringen,07819,50.72386,11.83699
Gehlberg,,Thüringen,98559,50.7064,10.7258
Gehlert,,Rheinland-Pfalz,57627,50.6571,7.80794
Gehlmühle,,Rheinland-Pfalz,76887,49.10351,7.9992
Gehlweiler,,Rheinland-Pfalz,55490,49.89576,7.48037
Gehofen,,Thüringen,06571,51.28863,11.37115
Gehrde,b Bersenbrück,Niedersachsen,49596,52.57202,7.9982
Gehrden,Han,Niedersachsen,30989,52.32535,9.57508
Gehrden,b Zerbst,Sachsen-Anhalt,39264,52.00334,12.22069
Gehren,NL,Brandenburg,15926,51.8536,13.75045
Gehren,Thür,Thüringen,98708,50.64969,11.00372
Gehrendorf,,Sachsen-Anhalt,39359,52.40715,11.20149
Gehrhof,Holst,Schleswig-Holstein,25361,53.83242,9.52029
Gehringswalde,,Sachsen,09429,50.65586,13.07033
Gehrweiler,Pfalz,Rheinland-Pfalz,67724,49.55589,7.79611
Geichlingen,,Rheinland-Pfalz,54675,49.90874,6.31392
Geiersthal,,Bayern,94244,49.03243,13.00262
Geigant,,Bayern,93449,49.37832,12.70581
Geilenkirchen,,Nordrhein-Westfalen,52511,50.96672,6.12678
Geilnau,,Rheinland-Pfalz,56379,50.28074,7.83452
Geilsdorf,Thür,Thüringen,99326,50.75397,11.11105
Geisa,,Thüringen,36419,50.73072,9.98459
Geisbüschhof,,Rheinland-Pfalz,56729,50.36912,7.15165
Geiselbach,,Bayern,63826,50.12332,9.19751
Geiselberg,Pfalz,Rheinland-Pfalz,67715,49.3281,7.69365
Geiselhöring,,Bayern,94333,48.82906,12.39391
Geiselwind,,Bayern,96160,49.76162,10.46378
Geisenfeld,,Bayern,85290,48.68558,11.62893
Geisenhain,,Thüringen,07646,50.85628,11.77906
Geisenhausen,Niederbay,Bayern,84144,48.47444,12.25706
Geisenheim,Rheingau,Hessen,65366,50.02472,7.94546
Geisenhofen,b Unterschweinbach,Bayern,82282,51.16569,10.45153
Geisfeld,b Hermeskeil,Rheinland-Pfalz,54413,49.72609,6.91586
Geisig,,Rheinland-Pfalz,56357,50.19177,7.77045
Geising,,Sachsen,01778,50.75693,13.79231
Geisingen,Baden,Baden-Württemberg,78187,47.90415,8.64214
Geisleden,,Thüringen,37308,51.38965,10.16816
Geislingen,an der Steige,Baden-Württemberg,73312,48.6108,9.83555
Geislingen,b Balingen,Baden-Württemberg,72351,48.28762,8.81179
Geislinger Weg,,Baden-Württemberg,73345,48.54436,9.66359
Geismar,Eichsfeld,Thüringen,37308,51.38965,10.16816
Geismar,b Vacha,Thüringen,36419,50.73072,9.98459
Geitersdorf,,Thüringen,07407,50.73282,11.32871
Geithain,,Sachsen,04643,51.05507,12.68595
Gelbensande,,Mecklenburg-Vorpommern,18182,54.17438,12.23619
Gelchsheim,,Bayern,97255,49.57444,10.01855
Geldern,,Nordrhein-Westfalen,47608,51.52483,6.30377
Geldersheim,,Bayern,97505,50.04362,10.15661
Geleitshäuser,,Sachsen,04720,51.13432,13.12724
Gelenau,Erzgeb,Sachsen,09423,50.71464,12.95064
Gelenberg,,Rheinland-Pfalz,53539,50.3,6.87738
Gellmersdorf,,Brandenburg,16278,53.04259,13.98426
Gelmeroda,,Thüringen,99428,50.9603,11.25562
Gelnhausen,,Hessen,63571,50.21992,9.22265
Gelsenkirchen,,Nordrhein-Westfalen,45879,51.53951,7.07795
Geltendorf,,Bayern,82269,48.14272,10.98723
Gelting,Angeln,Schleswig-Holstein,24395,54.7442,9.90331
Geltorf,,Schleswig-Holstein,24884,54.47312,9.58091
Geltow,,Brandenburg,14542,52.36479,12.87007
Gemmerich,,Rheinland-Pfalz,56357,50.19177,7.77045
Gemmingen,,Baden-Württemberg,75050,49.15363,8.97536
Gemmrigheim,,Baden-Württemberg,74376,49.02668,9.15926
Gemünd,a d Our,Rheinland-Pfalz,54673,49.99551,6.23244
Gemünden,(Felda),Hessen,35329,50.69837,9.07175
Gemünden,(Wohra),Hessen,35285,50.9727,8.96934
Gemünden,Hunsrück,Rheinland-Pfalz,55490,49.89576,7.48037
Gemünden,Westerw,Rheinland-Pfalz,56459,50.55079,7.9309
Gemünden,a. Main,Bayern,97737,50.05581,9.70519
Genderkingen,,Bayern,86682,48.70416,10.87935
Gengenbach,,Baden-Württemberg,77723,48.40949,8.0219
Genschmar,,Brandenburg,15328,52.55133,14.55333
Genshagen,,Brandenburg,14974,52.27808,13.25691
Gensingen,,Rheinland-Pfalz,55457,49.89623,7.92603
Gentha,,Sachsen-Anhalt,06918,51.16569,10.45153
Genthin,,Sachsen-Anhalt,39307,52.37445,12.17608
Gentingen,,Rheinland-Pfalz,54675,49.90874,6.31392
Genzkow,,Mecklenburg-Vorpommern,17099,53.60793,13.47528
Georgenberg,Oberpf,Bayern,92697,49.71344,12.39994
Georgensgmünd,,Bayern,91166,49.19669,11.00288
Georgenthal,/Thür. Wald,Thüringen,99887,50.83189,10.66358
Georgenzell,b Schmalkalden,Thüringen,98590,50.70723,10.25313
Georgsdorf,,Niedersachsen,49828,52.55701,7.05515
Georgsmarienhütte,,Niedersachsen,49124,52.20158,8.08681
Gera,,Thüringen,07545,50.87192,12.0767
Geraberg,,Thüringen,98716,50.71812,10.84674
Gerabronn,Württ,Baden-Württemberg,74582,49.25368,9.93094
Gerach,Oberfr,Bayern,96161,50.03394,10.79601
Gerach,b Idar-Oberstein,Rheinland-Pfalz,55743,49.71426,7.34479
Geratskirchen,,Bayern,84552,48.34709,12.66042
Gerbach,Pfalz,Rheinland-Pfalz,67813,49.68485,7.86912
Gerbershausen,,Thüringen,37318,51.36287,10.07218
Gerbisbach,,Sachsen-Anhalt,06922,51.16569,10.45153
Gerbitz,,Sachsen-Anhalt,06429,51.83626,11.76606
Gerblinghausen,,Bayern,82041,48.02485,11.56815
Gerbrunn,,Bayern,97218,49.78105,9.98619
Gerbstedt,,Sachsen-Anhalt,06347,51.63335,11.62495
Gerdau,,Niedersachsen,29581,52.96553,10.42503
Gerdshagen,b Pritzwalk,Brandenburg,16928,53.13447,12.18056
Gerdshagen,b Satow b Bad Doberan,Mecklenburg-Vorpommern,18239,53.98913,11.89085
Gerer,b Au a Inn,Bayern,83546,48.17294,12.31377
Geretsried,,Bayern,82538,47.87589,11.45477
Gerhardsbrunn,,Rheinland-Pfalz,66894,49.3575,7.47965
Gerhardshofen,,Bayern,91466,49.62971,10.69454
Gerichshain,,Sachsen,04827,51.35849,12.62861
Gerichtsmannsmühle,,Rheinland-Pfalz,55743,49.71426,7.34479
Gering,,Rheinland-Pfalz,56751,50.30021,7.29804
Geringswalde,,Sachsen,09326,51.0778,12.9057
Gerlebogk,,Sachsen-Anhalt,06420,51.67516,11.76621
Gerlingen,Württ,Baden-Württemberg,70839,48.79081,9.06516
Germaringen,,Bayern,87656,47.92159,10.66784
Germendorf,,Brandenburg,16767,52.72239,13.19159
Germering,Oberbay,Bayern,82110,48.13169,11.35569
Germersheim,,Rheinland-Pfalz,76726,49.20919,8.37425
Germerswang,,Bayern,82216,48.22839,11.24358
Gernrode,Harz,Sachsen-Anhalt,06507,51.16569,10.45153
Gernrode,b Leinefelde,Thüringen,37339,51.45727,10.36357
Gernsbach,,Baden-Württemberg,76593,48.72402,8.41425
Gernsheim,Rhein,Hessen,64579,49.75691,8.51952
Gernstedt,,Sachsen-Anhalt,06648,51.12419,11.53323
Geroda,Unterfr,Bayern,97779,50.28011,9.89447
Geroda,"b Neustadt, Orla",Thüringen,07819,50.72386,11.83699
Gerold,,Bayern,82493,47.48608,11.21365
Geroldsgrün,,Bayern,95179,50.3363,11.59538
Geroldshausen,Unterfr,Bayern,97256,49.68545,9.90196
Gerolfingen,,Bayern,91726,49.0535,10.51358
Gerolsbach,,Bayern,85302,48.50033,11.35299
Gerolsheim,,Rheinland-Pfalz,67229,49.54376,8.23683
Gerolstein,,Rheinland-Pfalz,54568,50.22066,6.63986
Gerolzhofen,,Bayern,97447,49.8983,10.32486
Gerschweiler,,Baden-Württemberg,89537,48.63651,10.2345
Gersdorf,Gem Frauenneuharting,Bayern,83565,48.02156,12.03508
Gersdorf,b Bad Doberan,Mecklenburg-Vorpommern,18230,54.10838,11.67445
Gersdorf,b Hohenstein-Ernstthal,Sachsen,09355,50.75841,12.71002
Gersdorf,b. Leisnig,Sachsen,04703,51.15647,12.9271
Gersdorf-Möhrsdorf,,Sachsen,01920,51.24067,14.03283
Gersfeld,(Rhön),Hessen,36129,50.44949,9.91982
Gersheim,,Saarland,66453,49.14968,7.22399
Gersten,,Niedersachsen,49838,52.57215,7.50568
Gerstenberg,,Thüringen,04617,51.01804,12.35491
Gerstengrund,,Thüringen,36419,50.73072,9.98459
Gerstetten,Württ,Baden-Württemberg,89547,48.63256,10.05075
Gersthofen,,Bayern,86368,48.42612,10.81606
Gerstungen,,Thüringen,99834,50.96354,10.06727
Gerswalde,,Brandenburg,17268,53.18163,13.54788
Gerterode,b Niederorschel,Thüringen,37355,51.36002,10.47949
Gertewitz,,Thüringen,07389,50.66201,11.56757
Gerthausen,,Thüringen,98617,50.53061,10.35396
Gertitzsch,,Sachsen,04741,51.07592,13.17323
Gerwisch,,Sachsen-Anhalt,39175,52.14738,11.76182
Gerzen,Vils,Bayern,84175,48.47913,12.42882
Geschendorf,,Schleswig-Holstein,23815,53.91769,10.46624
Gescher,,Nordrhein-Westfalen,48712,51.95064,7.00814
Geschwenda,,Thüringen,98716,50.71812,10.84674
Gesees,b Bayreuth,Bayern,95494,49.89872,11.53767
Geseke,,Nordrhein-Westfalen,59590,51.65301,8.4652
Geslau,,Bayern,91608,49.36316,10.31579
"Gesotz, Gem Feuerscheid",,Rheinland-Pfalz,54597,50.13897,6.34764
"Gesotz, Gem Hargarten",,Rheinland-Pfalz,54597,50.13897,6.34764
"Gesotz, Gem Plütscheid",,Rheinland-Pfalz,54597,50.13897,6.34764
Gessertshausen,,Bayern,86459,48.30977,10.71269
Gestecke,,Hessen,34305,51.21827,9.30942
Gestratz,,Bayern,88167,47.62094,10.03599
Getelo,,Niedersachsen,49843,52.49368,6.87831
Gettengrün,,Sachsen,08626,50.34531,12.24269
Gettorf,,Schleswig-Holstein,24214,54.4108,9.9788
Geusa,,Sachsen-Anhalt,06217,51.35483,11.9792
Geußnitz,,Sachsen-Anhalt,06712,51.01843,12.15186
Gevelsberg,,Nordrhein-Westfalen,58285,51.33706,7.35222
Gevenich,Eifel,Rheinland-Pfalz,56825,50.14349,7.07033
Gevensleben,,Niedersachsen,38384,52.0717,10.82348
Geversdorf,Niederelbe,Niedersachsen,21784,53.79516,9.07808
Geyer,,Sachsen,09468,50.62445,12.90841
Giebelstadt,,Bayern,97232,49.65347,9.94518
Gieboldehausen,,Niedersachsen,37434,51.60763,10.22025
Gieckau,,Sachsen-Anhalt,06618,51.10502,11.82778
Giekau,,Schleswig-Holstein,24321,54.30053,10.56164
Gielde,,Niedersachsen,38315,52.02221,10.54003
Gieleroth,,Rheinland-Pfalz,57610,50.68244,7.66258
Gielert,,Rheinland-Pfalz,54424,49.75083,7.0039
Gielow,,Mecklenburg-Vorpommern,17139,53.73868,12.76657
Gielsdorf,b Strausberg,Brandenburg,15345,52.62518,13.91087
Giengen,an der Brenz,Baden-Württemberg,89537,48.63651,10.2345
Gierschnach,,Rheinland-Pfalz,56294,50.24827,7.36244
Giershausen,b Flammersfeld,Rheinland-Pfalz,57632,50.64756,7.52776
Giersleben,,Sachsen-Anhalt,06449,51.77931,11.47298
Gierstling,,Bayern,83364,47.83296,12.74977
Gierstädt,,Thüringen,99100,51.07449,10.85541
Giesdorf,,Rheinland-Pfalz,54614,50.15848,6.45936
Gieselauschleuse,,Schleswig-Holstein,24797,54.20397,9.54518
Giesen,b Hildesheim,Niedersachsen,31180,52.21403,9.88194
Giesenhagen,b Pritzwalk,Brandenburg,16928,53.13447,12.18056
Giesenhausen,,Rheinland-Pfalz,57612,50.7273,7.6948
Giesenhorst,,Brandenburg,16845,52.8583,12.43437
Giesensdorf,b Beeskow,Brandenburg,15848,52.15111,14.14896
Giesensdorf,b Pritzwalk,Brandenburg,16928,53.13447,12.18056
Giesensdorf,b Ratzeburg,Schleswig-Holstein,23909,53.69823,10.77178
Gieseritz,,Sachsen-Anhalt,29413,52.78368,10.87672
Gieshof-Zelliner Loose,,Brandenburg,15324,52.64405,14.36122
Gieshübel,,Rheinland-Pfalz,56377,50.30837,7.80944
Gießen,Lahn,Hessen,35390,50.57872,8.68188
Gießhübelmühle,,Baden-Württemberg,75031,49.13416,8.89806
Gießmannsdorf,,Brandenburg,15926,51.8536,13.75045
Gießübel,b Hildburghausen,Thüringen,98667,50.53285,10.897
Gifhorn,,Niedersachsen,38518,52.50317,10.51458
Gifizenmoos,,Baden-Württemberg,78713,48.23416,8.43747
Giggenhausen,,Bayern,85376,48.34749,11.64318
Gigling,"b St Georgen, Chiemgau",Bayern,83368,47.96918,12.56712
Gilching,,Bayern,82205,48.11567,11.26402
Gillenbeuren,,Rheinland-Pfalz,56825,50.14349,7.07033
Gillenfeld,,Rheinland-Pfalz,54558,50.11017,6.92229
Gillersdorf,,Thüringen,98701,50.59213,11.04641
Gilserberg,,Hessen,34630,50.94364,9.0533
Gilten,,Niedersachsen,29690,52.67635,9.61784
Gilzem,,Rheinland-Pfalz,54298,49.85309,6.5694
Gimbsheim,,Rheinland-Pfalz,67578,49.77965,8.37504
Gimbweiler,,Rheinland-Pfalz,55767,49.70508,7.16398
Gimritz,,Sachsen-Anhalt,06198,51.5252,11.82739
Gindorf,Eifel,Rheinland-Pfalz,54657,50.0019,6.60883
Gingen,an der Fils,Baden-Württemberg,73333,48.66094,9.78184
Gingst,,Mecklenburg-Vorpommern,18569,54.50826,13.26102
Ginsheim-Gustavsburg,,Hessen,65462,49.99305,8.32205
Ginsweiler,,Rheinland-Pfalz,67742,49.65219,7.59042
Gipperath,,Rheinland-Pfalz,54533,50.07866,6.77218
Girgenrath,,Rheinland-Pfalz,53547,50.56516,7.3806
Girkenroth,,Rheinland-Pfalz,56459,50.55079,7.9309
Girod,,Rheinland-Pfalz,56412,50.41991,7.93492
Gischau,,Sachsen-Anhalt,29416,52.79643,11.33372
Gischow,,Mecklenburg-Vorpommern,19386,53.46787,12.02471
Gittelde,,Niedersachsen,37534,51.77586,10.18957
Gladau,,Sachsen-Anhalt,39307,52.37445,12.17608
Gladbach,b Wittlich,Rheinland-Pfalz,54518,49.95221,6.81812
Gladbeck,,Nordrhein-Westfalen,45964,51.57246,6.98507
Gladenbach,,Hessen,35075,50.75984,8.57384
Gladigau,,Sachsen-Anhalt,39606,52.78907,11.72233
Glaisin,,Mecklenburg-Vorpommern,19288,53.33713,11.46798
Glaitenhof,,Baden-Württemberg,71549,48.93333,9.52349
Glambeck,b Bützow,Mecklenburg-Vorpommern,18246,53.86087,11.94391
Glambeck,b Gransee,Brandenburg,16775,53.05639,13.10828
Glan-Münchweiler,,Rheinland-Pfalz,66907,49.47227,7.4423
Glanbrücken,,Rheinland-Pfalz,66887,49.5803,7.51359
Glandorf,,Niedersachsen,49219,52.08566,8.00022
Glasau,,Schleswig-Holstein,23719,54.04402,10.53088
Glasehausen,,Thüringen,37308,51.38965,10.16816
Glasewitz,,Mecklenburg-Vorpommern,18276,53.68329,12.0939
Glashagen,b Bad Doberan,Mecklenburg-Vorpommern,18209,54.09947,11.87608
Glashagen,"b Wismar, Meckl",Mecklenburg-Vorpommern,23996,53.79058,11.4282
Glashütte,Holst,Schleswig-Holstein,23812,53.94939,10.16368
Glashütte,Sachs,Sachsen,01768,50.85093,13.78032
Glashütte,b Belzig,Brandenburg,14827,52.11411,12.45576
Glashütte,b Pressath,Bayern,92690,49.7589,11.97306
Glashütte-Dittersdorf,,Sachsen,01768,50.85093,13.78032
Glashütte-Johnsbach,,Sachsen,01768,50.85093,13.78032
Glashütte-Luchau,,Sachsen,01768,50.85093,13.78032
Glashütte-Schlottwitz,,Sachsen,01768,50.85093,13.78032
Glashütten,Oberfr,Bayern,95496,49.88777,11.44781
Glashütten,Taunus,Hessen,61479,50.2164,8.40158
Glasin,,Mecklenburg-Vorpommern,23992,53.8647,11.68699
Glasmühle,Württ,Baden-Württemberg,75385,48.70017,8.66668
Glasow,Vorpommern,Mecklenburg-Vorpommern,17322,53.49892,14.30434
Glattbach,Unterfr,Bayern,63864,50.00619,9.14721
Glatten,,Baden-Württemberg,72293,48.4386,8.52387
Glattenzainbach,,Baden-Württemberg,71540,48.97589,9.59822
Glau,,Brandenburg,14959,52.23178,13.1885
Glaubitz,,Sachsen,01612,51.29918,13.39009
Glauburg,,Hessen,63695,50.3218,9.01845
Glauchau,,Sachsen,08371,50.80658,12.5499
Glauzig,,Sachsen-Anhalt,06369,51.71349,12.0183
Glebitzsch,,Sachsen-Anhalt,06794,51.60107,12.19457
Glees,,Rheinland-Pfalz,56653,50.42953,7.24435
Gleichamberg,,Thüringen,98646,50.40422,10.70779
Gleichen,Kr Göttingen,Niedersachsen,37130,51.48145,10.08851
Gleima,,Thüringen,07356,50.44155,11.61814
Gleina,"b Naumburg, Saale",Sachsen-Anhalt,06632,51.23826,11.76903
Gleina,b Riesa,Sachsen,01594,51.26068,13.23232
Gleiritsch,,Bayern,92723,49.53561,12.32097
Gleisweiler,,Rheinland-Pfalz,76835,49.25011,8.0733
Gleiszellen-Gleishorbach,,Rheinland-Pfalz,76889,49.08987,7.96204
Gleißenberg,Oberpf,Bayern,93477,49.32847,12.74996
Gletzow,,Mecklenburg-Vorpommern,19217,53.77944,11.04967
Glewitz,b Grimmen,Mecklenburg-Vorpommern,18513,54.06675,12.93058
Glien,b Rathenow,Brandenburg,14715,52.5979,12.52041
Glienecke,,Brandenburg,14793,52.26741,12.28739
Glienick,b Zossen b Berlin,Brandenburg,15806,52.22567,13.43068
Glienicke,Nordbahn,Brandenburg,16548,52.62994,13.32738
Glienicke,b Beeskow,Brandenburg,15864,52.21586,14.00835
Glienicke,"b Wittstock, Dosse",Brandenburg,16909,53.12115,12.51526
Glienig,,Brandenburg,15936,51.87042,13.42378
Glienke,,Mecklenburg-Vorpommern,17099,53.60793,13.47528
Glietz,,Brandenburg,15913,51.91288,14.12376
Glinde,Kr Stormarn,Schleswig-Holstein,21509,53.54473,10.21673
Glinde,"b Schönebeck, Elbe",Sachsen-Anhalt,39249,51.96663,11.88031
Glindenberg,,Sachsen-Anhalt,39326,52.27958,11.62463
Glindow,,Brandenburg,14542,52.36479,12.87007
Globig-Bleddin,,Sachsen-Anhalt,06901,51.78455,12.65939
Glonn,"Kr Ebersberg, Oberbay",Bayern,85625,47.97172,11.88825
Glottertal,,Baden-Württemberg,79286,48.04857,7.94481
Glowe,Rügen,Mecklenburg-Vorpommern,18551,54.52775,13.55347
Glöthe,,Sachsen-Anhalt,39240,51.90367,11.83496
Glött,Schwab,Bayern,89353,48.497,10.48976
Glövzin,,Brandenburg,19357,53.1628,11.7454
Glöwen,,Brandenburg,19339,52.96478,12.02786
Glöwitz,,Mecklenburg-Vorpommern,18356,54.35401,12.6325
Glücksburg,(Ostsee),Schleswig-Holstein,24960,54.83832,9.56259
Glücksburg,Nordfriesl,Schleswig-Holstein,25821,54.61951,8.96577
Glückstadt,,Schleswig-Holstein,25348,53.78971,9.43747
Glüsing,Dithm,Schleswig-Holstein,25779,54.29485,9.15713
Gmund,a. Tegernsee,Bayern,83703,47.75065,11.73706
Gnadau,,Sachsen-Anhalt,39249,51.96663,11.88031
Gnarrenburg,,Niedersachsen,27442,53.375,9.01327
Gnaschwitz,,Sachsen,02692,51.12224,14.44063
Gnemern,,Mecklenburg-Vorpommern,18246,53.86087,11.94391
Gnetsch,"b Köthen, Anh",Sachsen-Anhalt,06369,51.71349,12.0183
Gneus,,Thüringen,07646,50.85628,11.77906
Gneven,,Mecklenburg-Vorpommern,19065,53.61762,11.54248
Gnevezow,,Mecklenburg-Vorpommern,17111,53.83658,13.01175
Gnevkow,,Mecklenburg-Vorpommern,17089,53.76084,13.29507
Gnevsdorf,a d Elbe,Brandenburg,19322,52.98856,11.7934
Gnevsdorf,b Lübz,Mecklenburg-Vorpommern,19395,53.43336,12.25348
Gnewikow,,Brandenburg,16818,52.90326,12.72486
Gnewitz,b Rostock,Mecklenburg-Vorpommern,18195,54.0282,12.46361
Gnoien,,Mecklenburg-Vorpommern,17179,53.97155,12.70468
Gnotzheim,,Bayern,91728,49.05939,10.7136
Gnutz,,Schleswig-Holstein,24622,54.13069,9.82212
Gnölbzig,,Sachsen-Anhalt,06420,51.67516,11.76621
Goch,,Nordrhein-Westfalen,47574,51.70309,6.13121
Gochsheim,Unterfr,Bayern,97469,50.02016,10.29513
Goddert,,Rheinland-Pfalz,56244,50.553,7.80532
Goddin,b Gadebusch,Mecklenburg-Vorpommern,19205,53.67731,11.11736
Godendorf,b Neustrelitz,Mecklenburg-Vorpommern,17237,53.35873,13.24523
Godern,,Mecklenburg-Vorpommern,19065,53.61762,11.54248
Gohlis,b Riesa,Sachsen,01619,51.3564,13.32511
Gohlitz,,Brandenburg,14641,52.63142,12.81202
Gohrau,,Sachsen-Anhalt,06786,51.83833,12.45993
Gohrisch,,Sachsen,01824,50.87199,14.04256
Gokels,,Schleswig-Holstein,25557,54.12177,9.40193
Golbitz,,Sachsen-Anhalt,06420,51.67516,11.76621
Golchen,b Altentreptow,Mecklenburg-Vorpommern,17089,53.76084,13.29507
Golchen,b Sternberg,Mecklenburg-Vorpommern,19412,53.71009,11.68974
Goldbach,Unterfr,Bayern,63773,50.01123,9.17404
Goldbach,"b Gotha, Thür",Thüringen,99869,50.8969,10.76719
Goldbeck,Altm,Sachsen-Anhalt,39596,52.7276,11.95016
Goldbeck,b Grevesmühlen,Mecklenburg-Vorpommern,23948,53.95172,11.12204
Goldbeck,"b Neustadt, Dosse",Brandenburg,16845,52.8583,12.43437
Goldbeck,"b Wittstock, Dosse",Brandenburg,16909,53.12115,12.51526
Goldberg,Meckl,Mecklenburg-Vorpommern,19399,53.58385,12.07135
Goldberg,"b Wismar, Meckl",Mecklenburg-Vorpommern,23992,53.8647,11.68699
Goldebek,Nordfriesl,Schleswig-Holstein,25862,54.67218,9.13237
Goldelund,,Schleswig-Holstein,25862,54.67218,9.13237
Goldenbow,b Boizenburg,Mecklenburg-Vorpommern,19260,53.39957,10.9684
Goldenbow,b Parchim,Mecklenburg-Vorpommern,19374,53.5239,11.79548
Goldenerhahn,,Schleswig-Holstein,23619,53.87329,10.53354
Goldenitz,,Mecklenburg-Vorpommern,19230,53.40188,11.24957
Goldenstedt,Kr Vechta,Niedersachsen,49424,52.7895,8.43502
Goldenstädt,,Mecklenburg-Vorpommern,19079,53.52701,11.52583
Goldisthal,,Thüringen,98746,50.53775,11.06682
Goldkronach,,Bayern,95497,50.01092,11.74587
Goldschau,"b Zeitz, Elster",Sachsen-Anhalt,06721,51.07981,11.93027
Gollenberg,,Rheinland-Pfalz,55767,49.70508,7.16398
Gollensdorf,,Sachsen-Anhalt,39615,52.88777,11.75233
Gollhofen,,Bayern,97258,49.5853,10.12947
Gollin,,Brandenburg,17268,53.18163,13.54788
Gollmitz,NL,Brandenburg,03205,51.72805,13.9005
Gollmitz,b Prenzlau,Brandenburg,17291,53.3194,13.87248
Gollwitz,b Brandenburg an der Havel,Brandenburg,14778,52.48522,12.5601
Golm,b Angermünde,Brandenburg,16306,53.21125,14.20947
Golm,b Potsdam,Brandenburg,14476,52.46992,12.99658
Golmbach,,Niedersachsen,37640,51.8953,9.53309
Golmsdorf,,Thüringen,07751,50.87536,11.62055
